Accession	Country	Region	PMID	gb_lab_construct	Multiple_locations
AY450725	DNK				
AY450726	DNK				
AY450727	DNK				
AY450728	DNK				
AY450729	DNK				
AY450730	DNK				
AY450731	DNK				
AY450732	DNK				
AY450733	DNK				
AY450734	DNK				
AY450735	DNK				
AY450736	DNK				
AY450737	DNK				
AY450738	DNK				
AY450739	DNK				
AY450740	DNK				
AY450741	DNK				
AY450742	DNK				
AY450743	DNK				
AY450744	DNK				
AY450745	DNK				
AY450746	DNK				
AY450747	DNK				
AY450748	DNK				
AY450749	DNK				
AY450750	DNK				
AY450751	DNK				
AY450752	DNK				
AY450753	DNK				
AY450754	DNK				
AY450755	DNK				
AY450756	DNK				
AY450757	DNK				
AY450758	DNK				
AY450759	DNK				
AY450760	DNK				
AY450761	DNK				
AY450762	DNK				
AY450763	DNK				
AY450764	DNK				
AY450765	DNK				
AY450766	DNK				
AY450767	DNK				
AY450768	DNK				
AY450769	DNK				
AY450770	DNK				
AY450771	DNK				
AY450772	DNK				
AY450773	DNK				
AY450774	DNK				
AY450775	DNK				
AY450776	DNK				
AY450777	DNK				
AY450778	DNK				
AY450779	DNK				
AY450780	DNK				
AY450781	DNK				
AY450782	DNK				
AY450783	DNK				
AY450784	DNK				
AY450785	DNK				
AY450786	DNK				
AY450787	DNK				
AY450788	DNK				
AY450789	DNK				
AY450790	DNK				
AY450791	DNK				
AY450792	DNK				
AY450793	DNK				
AY450794	DNK				
AY450795	DNK				
AY450796	DNK				
AY450797	DNK				
AY450798	DNK				
AY450799	DNK				
AY450800	DNK				
AY450801	DNK				
AY450802	DNK				
AY450803	DNK				
AY450804	DNK				
AY450805	DNK				
AY450806	DNK				
AY450807	DNK				
AY450808	DNK				
AY450809	DNK				
AY450810	DNK				
AY450811	DNK				
AY450812	DNK				
AY450813	DNK				
AY450814	DNK				
AY450815	DNK				
AY450816	DNK				
AY450817	DNK				
AY450818	DNK				
AY450819	DNK				
AY450820	DNK				
AY450821	DNK				
AY450822	DNK				
AY450823	DNK				
AY450824	DNK				
AY450825	DNK				
AY450826	DNK				
AY450827	DNK				
AY450828	DNK				
AY450829	DNK				
AY450830	DNK				
AY450831	DNK				
AY450832	DNK				
AY450833	DNK				
AY450834	DNK				
AY450835	DNK				
AY450836	DNK				
AY450837	DNK				
AY450838	DNK				
AY450839	DNK				
AY450840	DNK				
AY450841	DNK				
AY450842	DNK				
AY682747	USA				
AY682748	USA				
AY682749	USA				
AY682750	USA				
AY682751	USA				
AY682752	USA				
AY682753	USA				
AY682754	USA				
AY682755	USA				
AY682756	USA				
AY682757	USA				
AY682758	USA				
AY682759	USA				
AY682760	USA				
AY682761	USA				
AY682762	USA				
AY682763	USA				
AY682764	USA				
AY682765	USA				
AY682766	USA				
AY682767	USA				
AY682768	USA				
AY682769	USA				
AY682770	USA				
AY682771	USA				
AY682772	USA				
AY682773	USA				
AY682774	USA				
AY682775	USA				
AY682776	USA				
AY682777	USA				
AY682778	USA				
AY682779	USA				
AY682780	USA				
AY682781	USA				
AY682782	USA				
AY682783	USA				
AY682784	USA				
AY682785	USA				
AY682786	USA				
AY682787	USA				
AY682788	USA				
AY682789	USA				
AY682790	USA				
AY808003	FRA				
AY808004	FRA				
AY808005	FRA				
AY808006	FRA				
AY808007	FRA				
AY808008	FRA				
AY808009	FRA				
AY808010	FRA				
AY808011	FRA				
AY808012	FRA				
AY808013	FRA				
AY808014	FRA				
AY808015	FRA				
AY808016	FRA				
AY808017	FRA				
AY808018	FRA				
AY808019	FRA				
AY808020	FRA				
AY808021	FRA				
AY808022	FRA				
AY808023	FRA				
AY808024	FRA				
AY808025	FRA				
AY808026	FRA				
AY808027	FRA				
AY808028	FRA				
AY808029	FRA				
AY808030	FRA				
AY808031	FRA				
AY808032	FRA				
AY808033	FRA				
AY808034	FRA				
AY808035	FRA				
AY808036	FRA				
AY808037	FRA				
AY808038	FRA				
AY808039	FRA				
AY808040	FRA				
AY808041	FRA				
AY808042	FRA				
AY808043	FRA				
AY957985	GBR				
AY957986	GBR				
AY957987	GBR				
AY957988	GBR				
AY957989	GBR				
AY957990	GBR				
AY957991	GBR				
AY957992	GBR				
AY957993	GBR				
AY957994	GBR				
AY957995	GBR				
AY957996	GBR				
AY957997	GBR				
AY957998	GBR				
AY957999	GBR				
AY958000	GBR				
AY958001	GBR				
AY958002	GBR				
AY958003	GBR				
AY958004	GBR				
AY958005	GBR				
AY958006	GBR				
AY958007	GBR				
AY958008	GBR				
AY958009	GBR				
AY958010	GBR				
AY958011	GBR				
AY958012	GBR				
AY958013	GBR				
AY958014	GBR				
AY958015	GBR				
AY958016	GBR				
AY958017	GBR				
AY958018	GBR				
AY958019	GBR				
AY958020	GBR				
AY958021	GBR				
AY958022	GBR				
AY958023	GBR				
AY958024	GBR				
AY958025	GBR				
AY958026	GBR				
AY958027	GBR				
AY958028	GBR				
AY958029	GBR				
AY958030	GBR				
AY958031	GBR				
AY958032	GBR				
AY958033	GBR				
AY958034	GBR				
AY958035	GBR				
AY958036	GBR				
AY958037	GBR				
AY958038	GBR				
AY958039	GBR				
AY958040	GBR				
AY958041	GBR				
AY958042	GBR				
AY958043	GBR				
AY958044	GBR				
AY958045	GBR				
AY958046	GBR				
AY958047	GBR				
AY958048	GBR				
AY958049	GBR				
AY958050	GBR				
AY958051	GBR				
AY958052	GBR				
AY958053	GBR				
AY958054	GBR				
AY958055	GBR				
AY958056	GBR				
AY958057	GBR				
AY958058	GBR				
AY958059	GBR				
AY958060	GBR				
AY958061	GBR				
AY958062	GBR				
AY958063	GBR				
AY958064	GBR				
D66909 	JPN				
D66910	JPN				
D66911	JPN				
D66912	JPN				
D66913	JPN				
D66914	JPN				
D66915	JPN				
D66916	JPN				
D66917	JPN				
D66918	JPN				
D66919	JPN				
D66920	JPN				
D66921	JPN				
D66922	JPN				
D66923	JPN				
D66924	JPN				
D66925	JPN				
D66926	JPN				
D66927	JPN				
D66928	JPN				
D66929	JPN				
D66930	JPN				
D66931	JPN				
D66932	JPN				
D66933	JPN				
D66934	JPN				
D66935	JPN				
D66936	JPN				
D66937	JPN				
D66938	JPN				
D66939	JPN				
D66940	JPN				
D66941	JPN				
D66942	JPN				
D66943	JPN				
D66944	JPN				
D66945	JPN				
D66946	JPN				
D66947	JPN				
D66948	JPN				
D66949	JPN				
D66950	JPN				
D66951	JPN				
D66952	JPN				
D66953	JPN				
D66954	JPN				
D66955	JPN				
D66956	JPN				
D66957	JPN				
D66958	JPN				
D66959	JPN				
D66960	JPN				
D66961	JPN				
D66962	JPN				
D66963	JPN				
D66964	JPN				
D66965	JPN				
D66966	JPN				
D66967	JPN				
D66968	JPN				
D66969	JPN				
D66970	JPN				
D66971	JPN				
D66972	JPN				
D66973	JPN				
D66974	JPN				
D66975	JPN				
D66976	JPN				
D66977	JPN				
D66978	JPN				
D66979	JPN				
D66980	JPN				
D66981	JPN				
D66982	JPN				
D66983	JPN				
D66984	JPN				
D66985	JPN				
D66986	JPN				
D66987	JPN				
D66988	JPN				
D66989	JPN				
D66990	JPN				
D66991	JPN				
D66992	JPN				
D66993	JPN				
D66994	JPN				
D66995	JPN				
D66996	JPN				
D66997	JPN				
D66998	JPN				
D66999	JPN				
D67000	JPN				
D67001	JPN				
D67002	JPN				
DQ005306 	CHN				
DQ005307	CHN				
DQ005308	CHN				
DQ005309	CHN				
DQ005310	CHN				
DQ005311	CHN				
DQ005312	CHN				
DQ005313	CHN				
DQ005314	CHN				
DQ005315	CHN				
DQ005316	CHN				
DQ005317	CHN				
DQ005318	CHN				
DQ005319	CHN				
DQ005320	CHN				
DQ005321	CHN				
DQ005322	CHN				
DQ005323	CHN				
DQ005324	CHN				
DQ005325	CHN				
DQ005326	CHN				
DQ005327	CHN				
DQ005328	CHN				
DQ005329	CHN				
DQ005330	CHN				
DQ005331	CHN				
DQ005332	CHN				
DQ005333	CHN				
DQ005334	CHN				
DQ005335	CHN				
DQ005336	CHN				
DQ005337	CHN				
DQ005338	CHN				
DQ005339	CHN				
DQ005340	CHN				
DQ005341	CHN				
DQ005342	CHN				
DQ005343	CHN				
DQ005344	CHN				
DQ005345	CHN				
DQ005346	CHN				
DQ005347	CHN				
DQ005348	CHN				
DQ005349	CHN				
DQ005350	CHN				
DQ005351	CHN				
DQ005352	CHN				
DQ005353	CHN				
DQ005354	CHN				
DQ005355	CHN				
DQ005356	CHN				
DQ005357	CHN				
DQ005358	CHN				
DQ005359	CHN				
DQ005360	CHN				
DQ005361	CHN				
DQ005362	CHN				
DQ005363	CHN				
DQ005364	CHN				
DQ005365	CHN				
DQ005366	CHN				
DQ005367	CHN				
DQ005368	CHN				
DQ005369	CHN				
DQ005370	CHN				
DQ005371	CHN				
DQ005372	CHN				
DQ005373	CHN				
DQ005374	CHN				
DQ005375	CHN				
DQ005376	CHN				
DQ005377	CHN				
DQ005378	CHN				
DQ005379	CHN				
DQ005380	CHN				
DQ005381	CHN				
DQ005382	CHN				
DQ005383	CHN				
DQ005384	CHN				
DQ005385	CHN				
DQ005386	CHN				
DQ005387	CHN				
DQ005388	CHN				
DQ005389	CHN				
DQ005390	CHN				
DQ005391	CHN				
DQ005392	CHN				
DQ005393	CHN				
DQ005394	CHN				
DQ005395	CHN				
DQ005396	CHN				
DQ005397	CHN				
DQ005398	CHN				
DQ005399	CHN				
DQ005400	CHN				
DQ005401	CHN				
DQ005402	CHN				
DQ005403	CHN				
DQ005404	CHN				
DQ005405	CHN				
DQ005406	CHN				
DQ005407	CHN				
DQ005408	CHN				
DQ005409	CHN				
DQ005410	CHN				
DQ005411	CHN				
DQ005412	CHN				
DQ005413	CHN				
DQ005414	CHN				
DQ005415	CHN				
DQ005416	CHN				
DQ005417	CHN				
DQ005418	CHN				
DQ005419	CHN				
DQ005420	CHN				
DQ005421	CHN				
DQ005422	CHN				
DQ005423	CHN				
DQ005424	CHN				
DQ005425	CHN				
DQ005426	CHN				
DQ005427	CHN				
DQ005428	CHN				
DQ005429	CHN				
DQ005430	CHN				
DQ005431	CHN				
DQ005432	CHN				
DQ005433	CHN				
DQ005434	CHN				
DQ005435	CHN				
DQ005436	CHN				
DQ005437	CHN				
DQ249605	USA				
DQ249606	USA				
DQ249607	USA				
DQ249608	USA				
DQ249609	USA				
DQ249610	USA				
DQ249611	USA				
DQ249612	USA				
DQ249613	USA				
DQ249614	USA				
DQ249615	USA				
DQ249616	USA				
DQ249617	USA				
DQ249618	USA				
DQ249619	USA				
DQ249620	USA				
DQ249621	USA				
DQ249622	USA				
DQ249623	USA				
DQ249624	USA				
DQ249625	USA				
DQ249626	USA				
DQ249627	USA				
DQ249628	USA				
DQ249629	USA				
DQ249630	USA				
DQ249631	USA				
DQ249632	USA				
DQ249633	USA				
DQ249634	USA				
DQ249635	USA				
DQ249636	USA				
DQ249637	USA				
DQ249638	USA				
DQ249639	USA				
DQ249640	USA				
DQ249641	USA				
DQ249642	USA				
DQ249643	USA				
DQ249644	USA				
DQ249645	USA				
DQ363039	BEL				
DQ363040	BEL				
DQ363041	BEL				
DQ363042	BEL				
DQ363043	BEL				
DQ363044	BEL				
DQ363045	BEL				
DQ363046	BEL				
DQ363047	BEL				
DQ363048	BEL				
DQ363049	BEL				
DQ363050	BEL				
DQ363051	BEL				
DQ363052	BEL				
DQ363053	BEL				
DQ363054	BEL				
DQ363055	BEL				
DQ363056	BEL				
DQ363057	BEL				
DQ363058	BEL				
DQ363059	BEL				
DQ363060	BEL				
DQ363061	BEL				
DQ363062	BEL				
DQ363063	BEL				
DQ363064	BEL				
DQ363065	BEL				
DQ363066	BEL				
DQ363067	BEL				
DQ363068	BEL				
DQ363069	BEL				
DQ363070	BEL				
DQ363071	BEL				
DQ363072	BEL				
DQ363073	BEL				
DQ363074	BEL				
DQ363075	BEL				
DQ363076	BEL				
DQ363077	BEL				
DQ363078	BEL				
DQ363079	BEL				
DQ363080	BEL				
DQ363081	BEL				
DQ363082	BEL				
DQ363083	BEL				
DQ363084	BEL				
DQ363085	BEL				
DQ363086	BEL				
DQ363087	BEL				
DQ363088	BEL				
DQ363089	BEL				
DQ363090	BEL				
DQ363091	BEL				
DQ363092	BEL				
DQ363093	BEL				
DQ363094	BEL				
DQ363095	BEL				
DQ363096	BEL				
DQ363097	BEL				
DQ363098	BEL				
DQ363099	BEL				
DQ363100	BEL				
DQ363101	BEL				
DQ363102	BEL				
DQ363103	BEL				
DQ363104	BEL				
DQ363105	BEL				
DQ363106	BEL				
DQ363107	BEL				
DQ363108	BEL				
DQ363109	BEL				
DQ363110	BEL				
DQ363111	BEL				
DQ363112	BEL				
DQ363113	BEL				
DQ363114	BEL				
DQ363115	BEL				
DQ363116	BEL				
DQ363117	BEL				
DQ363118	BEL				
DQ363119	BEL				
DQ363120	BEL				
DQ363121	BEL				
DQ363122	BEL				
DQ363123	BEL				
DQ363124	BEL				
DQ363125	BEL				
DQ363126	BEL				
DQ363127	BEL				
DQ363128	BEL				
DQ363129	BEL				
DQ363130	BEL				
DQ504441 	ITA				
DQ504442	ITA				
DQ504443	ITA				
DQ504444	ITA				
DQ504445	ITA				
DQ504446	ITA				
DQ504447	ITA				
DQ504448	ITA				
DQ504449	ITA				
DQ504450	ITA				
DQ504451	ITA				
DQ504452	ITA				
DQ504453	ITA				
DQ504454	ITA				
DQ504455	ITA				
DQ504456	ITA				
DQ504457	ITA				
DQ504458	ITA				
DQ504459	ITA				
DQ504460	ITA				
DQ504461	ITA				
DQ504462	ITA				
DQ504463	ITA				
DQ504464	ITA				
DQ504465	ITA				
DQ504466	ITA				
DQ504467	ITA				
DQ504468	ITA				
DQ504469	ITA				
DQ504470	ITA				
DQ504471	ITA				
DQ504472	ITA				
DQ504473	ITA				
DQ504474	ITA				
DQ504475	ITA				
DQ504476	ITA				
DQ504477	ITA				
DQ504478	ITA				
DQ504479	ITA				
DQ504480	ITA				
DQ504481	ITA				
DQ504482	ITA				
DQ504483	ITA				
DQ504484	ITA				
DQ504485	ITA				
DQ504486	ITA				
DQ504487	ITA				
DQ504488	ITA				
DQ504489	ITA				
DQ504490	ITA				
DQ504491	ITA				
DQ504492	ITA				
DQ504493	ITA				
DQ504494	ITA				
DQ504495	ITA				
DQ504496	ITA				
DQ504497	ITA				
DQ504498	ITA				
DQ504499	ITA				
DQ504500	ITA				
DQ504501	ITA				
DQ504502	ITA				
DQ504503	ITA				
DQ504504	ITA				
DQ504505	ITA				
DQ504506	ITA				
DQ504507	ITA				
DQ504508	ITA				
DQ504509	ITA				
DQ504510	ITA				
DQ504511	ITA				
DQ504512	ITA				
DQ504513	ITA				
DQ504514	ITA				
DQ504515	ITA				
DQ504516	ITA				
DQ504517	ITA				
DQ504518	ITA				
DQ504519	ITA				
DQ504520	ITA				
DQ504521	ITA				
DQ504522	ITA				
DQ504523	ITA				
DQ504524	ITA				
DQ504525	ITA				
DQ504526	ITA				
DQ504527	ITA				
DQ504528	ITA				
DQ504529	ITA				
DQ504530	ITA				
DQ504531	ITA				
DQ504532	ITA				
DQ504533	ITA				
DQ504534	ITA				
DQ504535	ITA				
DQ504536	ITA				
DQ504537	ITA				
DQ504538	ITA				
DQ504539	ITA				
DQ504540	ITA				
DQ504541	ITA				
DQ504542	ITA				
DQ504543	ITA				
DQ504544	ITA				
DQ504545	ITA				
DQ504546	ITA				
DQ504547	ITA				
DQ504548	ITA				
DQ504549	ITA				
DQ504550	ITA				
DQ504551	ITA				
DQ504552	ITA				
DQ504553	ITA				
DQ504554	ITA				
DQ504555	ITA				
DQ504556	ITA				
DQ504557	ITA				
DQ504558	ITA				
DQ504559	ITA				
DQ504560	ITA				
DQ504561	ITA				
DQ504562	ITA				
DQ504563	ITA				
DQ504564	ITA				
DQ504565	ITA				
DQ504566	ITA				
DQ504567	ITA				
DQ504568	ITA				
DQ504569	ITA				
DQ504570	ITA				
DQ504571	ITA				
DQ504572	ITA				
DQ504573	ITA				
DQ504574	ITA				
DQ504575	ITA				
DQ504576	ITA				
DQ504577	ITA				
DQ504578	ITA				
DQ504579	ITA				
DQ504580	ITA				
DQ504581	ITA				
DQ504582	ITA				
DQ504583	ITA				
DQ504584	ITA				
DQ504585	ITA				
DQ504586	ITA				
DQ504587	ITA				
DQ504588	ITA				
DQ504589	ITA				
DQ504590	ITA				
DQ504591	ITA				
DQ504592	ITA				
DQ504593	ITA				
DQ504594	ITA				
DQ504595	ITA				
DQ504596	ITA				
DQ504597	ITA				
DQ504598	ITA				
DQ504599	ITA				
DQ504600	ITA				
DQ504601	ITA				
DQ504602	ITA				
DQ504603	ITA				
DQ504604	ITA				
DQ504605	ITA				
DQ504606	ITA				
DQ504607	ITA				
DQ504608	ITA				
DQ504609	ITA				
DQ504610	ITA				
DQ504611	ITA				
DQ504612	ITA				
DQ504613	ITA				
DQ504614	ITA				
DQ504615	ITA				
DQ504616	ITA				
DQ504617	ITA				
DQ504618	ITA				
DQ504619	ITA				
DQ504620	ITA				
DQ504621	ITA				
DQ504622	ITA				
DQ504623	ITA				
DQ504624	ITA				
DQ504625	ITA				
DQ504626	ITA				
DQ504627	ITA				
DQ504628	ITA				
DQ504629	ITA				
DQ504630	ITA				
DQ504631	ITA				
DQ504632	ITA				
DQ504633	ITA				
DQ504634	ITA				
DQ504635	ITA				
DQ504636	ITA				
DQ504637	ITA				
DQ504638	ITA				
DQ504639	ITA				
DQ504640	ITA				
DQ504641	ITA				
DQ504642	ITA				
DQ504643	ITA				
DQ504644	ITA				
DQ504645	ITA				
DQ504646	ITA				
DQ504647	ITA				
DQ504648	ITA				
DQ504649	ITA				
DQ504650	ITA				
DQ504651	ITA				
DQ504652	ITA				
DQ504653	ITA				
DQ504654	ITA				
DQ504655	ITA				
DQ504656	ITA				
DQ504657	ITA				
DQ504658	ITA				
DQ504659	ITA				
DQ504660	ITA				
DQ504661	ITA				
DQ504662	ITA				
DQ504663	ITA				
DQ504664	ITA				
DQ504665	ITA				
DQ504666	ITA				
DQ504667	ITA				
DQ504668	ITA				
DQ504669	ITA				
DQ504670	ITA				
DQ504671	ITA				
DQ504672	ITA				
DQ504673	ITA				
DQ504674	ITA				
DQ504675	ITA				
DQ504676	ITA				
DQ504677	ITA				
DQ504678	ITA				
DQ504679	ITA				
DQ504680	ITA				
DQ504681	ITA				
DQ504682	ITA				
DQ504683	ITA				
DQ504684	ITA				
DQ504685	ITA				
DQ504686	ITA				
DQ504687	ITA				
DQ504688	ITA				
DQ504689	ITA				
DQ504690	ITA				
DQ504691	ITA				
DQ504692	ITA				
DQ504693	ITA				
DQ504694	ITA				
DQ504695	ITA				
DQ504696	ITA				
DQ504697	ITA				
DQ504698	ITA				
DQ504699	ITA				
DQ504700	ITA				
DQ504701	ITA				
DQ504702	ITA				
DQ504703	ITA				
DQ504704	ITA				
DQ504705	ITA				
DQ504706	ITA				
DQ504707	ITA				
DQ504708	ITA				
DQ504709	ITA				
DQ504710	ITA				
DQ504711	ITA				
DQ504712	ITA				
DQ504713	ITA				
DQ504714	ITA				
DQ504715	ITA				
DQ504716	ITA				
DQ504717	ITA				
DQ504718	ITA				
DQ504719	ITA				
DQ504720	ITA				
DQ504721	ITA				
DQ504722	ITA				
DQ504723	ITA				
DQ504724	ITA				
DQ504725	ITA				
DQ504726	ITA				
DQ504727	ITA				
DQ504728	ITA				
DQ504729	ITA				
DQ504730	ITA				
DQ504731	ITA				
DQ504732	ITA				
DQ504733	ITA				
DQ504734	ITA				
DQ504735	ITA				
DQ504736	ITA				
DQ504737	ITA				
DQ504738	ITA				
DQ504739	ITA				
DQ504740	ITA				
DQ504741	ITA				
DQ504742	ITA				
DQ504743	ITA				
DQ504744	ITA				
DQ504745	ITA				
DQ504746	ITA				
DQ504747	ITA				
DQ504748	ITA				
DQ504749	ITA				
DQ504750	ITA				
DQ504751	ITA				
DQ504752	ITA				
DQ504753	ITA				
DQ504754	ITA				
DQ504755	ITA				
DQ504756	ITA				
DQ504757	ITA				
DQ504758	ITA				
DQ504759	ITA				
DQ504760	ITA				
DQ504761	ITA				
DQ504762	ITA				
DQ504763	ITA				
DQ504764	ITA				
DQ504765	ITA				
DQ504766	ITA				
DQ504767	ITA				
DQ504768	ITA				
DQ504769	ITA				
DQ504770	ITA				
DQ504771	ITA				
DQ504772	ITA				
DQ504773	ITA				
DQ504774	ITA				
DQ504775	ITA				
DQ504776	ITA				
DQ504777	ITA				
DQ504778	ITA				
DQ504779	ITA				
DQ504780	ITA				
DQ504781	ITA				
DQ504782	ITA				
DQ504783	ITA				
DQ504784	ITA				
DQ504785	ITA				
DQ504786	ITA				
DQ504787	ITA				
DQ504788	ITA				
DQ504789	ITA				
DQ504790	ITA				
DQ504791	ITA				
DQ504792	ITA				
DQ504793	ITA				
DQ504794	ITA				
DQ504795	ITA				
DQ504796	ITA				
DQ504797	ITA				
DQ504798	ITA				
DQ504799	ITA				
DQ504800	ITA				
DQ504801	ITA				
DQ504802	ITA				
DQ504803	ITA				
DQ504804	ITA				
DQ504805	ITA				
DQ504806	ITA				
DQ504807	ITA				
DQ504808	ITA				
DQ504809	ITA				
DQ504810	ITA				
DQ504811	ITA				
DQ504812	ITA				
DQ504813	ITA				
DQ504814	ITA				
DQ504815	ITA				
DQ504816	ITA				
DQ504817	ITA				
DQ504818	ITA				
DQ504819	ITA				
DQ504820	ITA				
DQ504821	ITA				
DQ504822	ITA				
DQ504823	ITA				
DQ504824	ITA				
DQ504825	ITA				
DQ504826	ITA				
DQ504827	ITA				
DQ504828	ITA				
DQ504829	ITA				
DQ504830	ITA				
DQ504831	ITA				
DQ504832	ITA				
DQ504833	ITA				
DQ504834	ITA				
DQ504835	ITA				
DQ504836	ITA				
DQ504837	ITA				
DQ504838	ITA				
DQ504839	ITA				
DQ504840	ITA				
DQ504841	ITA				
DQ504842	ITA				
DQ504843	ITA				
DQ504844	ITA				
DQ504845	ITA				
DQ504846	ITA				
DQ504847	ITA				
DQ504848	ITA				
DQ504849	ITA				
DQ504850	ITA				
DQ504851	ITA				
DQ504852	ITA				
DQ504853	ITA				
DQ504854	ITA				
DQ504855	ITA				
DQ504856	ITA				
DQ504857	ITA				
DQ504858	ITA				
DQ504859	ITA				
DQ504860	ITA				
DQ504861	ITA				
DQ504862	ITA				
DQ504863	ITA				
DQ504864	ITA				
DQ504865	ITA				
DQ504866	ITA				
DQ504867	ITA				
DQ504868	ITA				
DQ504869	ITA				
DQ504870	ITA				
DQ504871	ITA				
DQ504872	ITA				
DQ504873	ITA				
DQ504874	ITA				
DQ504875	ITA				
DQ504876	ITA				
DQ504877	ITA				
DQ504878	ITA				
DQ504879	ITA				
DQ504880	ITA				
DQ504881	ITA				
DQ504882	ITA				
DQ504883	ITA				
DQ504884	ITA				
DQ504885	ITA				
DQ504886	ITA				
DQ504887	ITA				
DQ504888	ITA				
DQ504889	ITA				
DQ504890	ITA				
DQ504891	ITA				
DQ504892	ITA				
DQ504893	ITA				
DQ504894	ITA				
DQ504895	ITA				
DQ504896	ITA				
DQ504897	ITA				
DQ504898	ITA				
DQ504899	ITA				
DQ504900	ITA				
DQ504901	ITA				
DQ504902	ITA				
DQ504903	ITA				
DQ504904	ITA				
DQ504905	ITA				
DQ504906	ITA				
DQ504907	ITA				
DQ504908	ITA				
DQ504909	ITA				
DQ504910	ITA				
DQ504911	ITA				
DQ504912	ITA				
DQ504913	ITA				
DQ504914	ITA				
DQ504915	ITA				
DQ504916	ITA				
DQ504917	ITA				
DQ504918	ITA				
DQ504919	ITA				
DQ504920	ITA				
DQ504921	ITA				
DQ504922	ITA				
DQ504923	ITA				
DQ504924	ITA				
DQ504925	ITA				
DQ504926	ITA				
DQ504927	ITA				
DQ504928	ITA				
DQ504929	ITA				
DQ504930	ITA				
DQ504931	ITA				
DQ504932	ITA				
DQ504933	ITA				
DQ504934	ITA				
DQ504935	ITA				
DQ504936	ITA				
DQ504937	ITA				
DQ504938	ITA				
DQ504939	ITA				
DQ504940	ITA				
DQ504941	ITA				
DQ504942	ITA				
DQ504943	ITA				
DQ504944	ITA				
DQ504945	ITA				
DQ504946	ITA				
DQ504947	ITA				
DQ504948	ITA				
DQ504949	ITA				
DQ504950	ITA				
DQ504951	ITA				
DQ504952	ITA				
DQ504953	ITA				
DQ504954	ITA				
DQ504955	ITA				
DQ504956	ITA				
DQ504957	ITA				
DQ504958	ITA				
DQ504959	ITA				
DQ504960	ITA				
DQ504961	ITA				
DQ504962	ITA				
DQ504963	ITA				
DQ504964	ITA				
DQ504965	ITA				
DQ504966	ITA				
DQ504967	ITA				
DQ504968	ITA				
DQ504969	ITA				
DQ504970	ITA				
DQ504971	ITA				
DQ504972	ITA				
DQ504973	ITA				
DQ504974	ITA				
DQ504975	ITA				
DQ504976	ITA				
DQ504977	ITA				
DQ504978	ITA				
DQ504979	ITA				
DQ504980	ITA				
DQ504981	ITA				
DQ504982	ITA				
DQ504983	ITA				
DQ504984	ITA				
DQ504985	ITA				
DQ504986	ITA				
DQ504987	ITA				
DQ504988	ITA				
DQ504989	ITA				
DQ504990	ITA				
DQ504991	ITA				
DQ504992	ITA				
DQ504993	ITA				
DQ504994	ITA				
DQ504995	ITA				
DQ504996	ITA				
DQ504997	ITA				
DQ504998	ITA				
DQ504999	ITA				
DQ505000	ITA				
DQ505001	ITA				
DQ505002	ITA				
DQ505003	ITA				
DQ505004	ITA				
DQ505005	ITA				
DQ505006	ITA				
DQ505007	ITA				
DQ505008	ITA				
DQ505009	ITA				
DQ505010	ITA				
DQ505011	ITA				
DQ505012	ITA				
DQ505013	ITA				
DQ505014	ITA				
DQ505015	ITA				
DQ505016	ITA				
DQ505017	ITA				
DQ505018	ITA				
DQ505019	ITA				
DQ505020	ITA				
DQ505021	ITA				
DQ505022	ITA				
DQ505023	ITA				
DQ505024	ITA				
DQ505025	ITA				
DQ505026	ITA				
DQ505027	ITA				
DQ505028	ITA				
DQ505029	ITA				
DQ505030	ITA				
DQ505031	ITA				
DQ505032	ITA				
DQ505033	ITA				
DQ505034	ITA				
DQ505035	ITA				
DQ505036	ITA				
DQ505037	ITA				
DQ505038	ITA				
DQ505039	ITA				
DQ505040	ITA				
DQ505041	ITA				
DQ505042	ITA				
DQ505043	ITA				
DQ505044	ITA				
DQ505045	ITA				
DQ505046	ITA				
DQ505047	ITA				
DQ505048	ITA				
DQ505049	ITA				
DQ505050	ITA				
DQ505051	ITA				
DQ505052	ITA				
DQ505053	ITA				
DQ505054	ITA				
DQ505055	ITA				
DQ505056	ITA				
DQ505057	ITA				
DQ505058	ITA				
DQ505059	ITA				
DQ505060	ITA				
DQ505061	ITA				
DQ505062	ITA				
DQ505063	ITA				
DQ505064	ITA				
DQ505065	ITA				
DQ505066	ITA				
DQ505067	ITA				
DQ505068	ITA				
DQ505069	ITA				
DQ505070	ITA				
DQ505071	ITA				
DQ505072	ITA				
DQ505073	ITA				
DQ505074	ITA				
DQ505075	ITA				
DQ505076	ITA				
DQ505077	ITA				
DQ505078	ITA				
DQ505079	ITA				
DQ505080	ITA				
DQ505081	ITA				
DQ505082	ITA				
DQ505083	ITA				
DQ505084	ITA				
DQ505085	ITA				
DQ505086	ITA				
DQ505087	ITA				
DQ505088	ITA				
DQ505089	ITA				
DQ505090	ITA				
DQ505091	ITA				
DQ505092	ITA				
DQ505093	ITA				
DQ505094	ITA				
DQ505095	ITA				
DQ505096	ITA				
DQ505097	ITA				
DQ505098	ITA				
DQ505099	ITA				
DQ505100	ITA				
DQ505101	ITA				
DQ505102	ITA				
DQ505103	ITA				
DQ505104	ITA				
DQ505105	ITA				
DQ505106	ITA				
DQ505107	ITA				
DQ505108	ITA				
DQ505109	ITA				
DQ505110	ITA				
DQ505111	ITA				
DQ505112	ITA				
DQ505113	ITA				
DQ505114	ITA				
DQ505115	ITA				
DQ505116	ITA				
DQ505117	ITA				
DQ505118	ITA				
